episode_id,failure_mode,failure_group,preliminary_severity,ttf_seconds,event,revised_severity,total_window_s,data_source,ttr_seconds
ep_00919_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00920_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13396
ep_00922_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00923_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00924_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,134.33,1,P3,238.0,auto_arima_forecast,
ep_00925_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00927_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00928_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00929_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00930_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.132305
ep_00931_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127915
ep_00932_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00934_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.124487
ep_00935_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.133426
ep_00936_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126074
ep_00937_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.125709
ep_00938_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129913
ep_00939_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00940_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.132036
ep_00941_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.132051
ep_00943_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,136.48,1,P3,238.0,auto_arima_forecast,
ep_00944_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130499
ep_00945_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00946_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.157141
ep_00947_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00948_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,166.77,1,P3,238.0,auto_arima_forecast,
ep_00949_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131085
ep_00950_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00951_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00952_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00953_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126636
ep_00954_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00955_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13524
ep_00956_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00957_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00958_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128482
ep_00959_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00960_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00962_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00963_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00964_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00965_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00966_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00967_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00968_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130166
ep_00969_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00970_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00971_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127011
ep_00972_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130173
ep_00973_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00974_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00975_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130058
ep_00976_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129841
ep_00977_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00978_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130043
ep_00979_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,4.32,1,P1,238.0,auto_arima_forecast,0.134244
ep_00980_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.139365
ep_00981_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00982_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00983_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127668
ep_00984_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.138595
ep_00985_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00986_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00987_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,67.91,1,P2,238.0,auto_arima_forecast,0.140221
ep_00988_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.135215
ep_00989_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00990_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00991_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.138034
ep_00992_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00993_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.133022
ep_00994_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00995_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00996_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129804
ep_00997_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126589
ep_00998_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,127.16,1,P3,238.0,auto_arima_forecast,
ep_00999_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131757
ep_01000_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128662
ep_01001_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
DISK_IO_SATURATION,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P3,238.0,auto_arima_forecast,
ERROR_STORM,1785697925.9186292,Healthy / Unassigned,P3,238.0,0,P3,238.0,right_censored,
MEMORY_LEAK,1785697930.7744348,Healthy / Unassigned,P3,238.0,0,P3,238.0,right_censored,
CASCADING_FAILURE,1785697935.6301222,Healthy / Unassigned,P3,0.1,1,P1,238.0,auto_arima_forecast,0.132242
BAD_DEPLOY,1785697945.3462532,Healthy / Unassigned,P3,238.0,0,P3,238.0,right_censored_beyond_window,
DEPENDENCY_TIMEOUT,1785697950.1983016,Healthy / Unassigned,P3,0.1,1,P3,238.0,auto_arima_forecast,
RETRY_STORM,1785697959.9075038,Healthy / Unassigned,P3,238.0,0,P3,238.0,right_censored,
CPU_SATURATION,1785698032.72846,Healthy / Unassigned,P3,85.84,1,P2,238.0,auto_arima_forecast,0.127653
DB_SLOWDOWN,1785698052.1317446,Healthy / Unassigned,P3,238.0,0,P3,238.0,right_censored,
QUEUE_BACKUP,1785698056.9838676,Healthy / Unassigned,P3,238.0,0,P3,238.0,right_censored,
